tower_id,signal_strength_avg,network_downtime_minutes,network_congestion_level,avg_signal_strength
45443,-54.71792869,100,Low,-56.75430577
33105,-117.2210248,67,High,-55.66515836
23697,-113.3052665,65,Medium,-83.82452008
41966,-53.2773908,21,High,-70.09357446
29694,-56.03655415,148,High,-66.8696167
17164,-72.59971909,18,Medium,-71.3260186
34015,-70.65229667,35,Low,-72.74257183
43323,-53.08060383,58,High,-54.04739894
25194,-95.91991754,17,Low,-61.94093602
6522,-74.66653929,98,High,-69.91559589
30,-71.91952563,14,Medium,-55.43310471
16225,-88.52616258,32,High,-78.96323096
15901,-94.3794032,139,High,-58.75529881
42821,-112.4419738,26,High,-56.76801246
26193,-98.57201196,120,High,-51.73922989
1966,-105.30254,40,Medium,-51.87954129
43535,-70.38889699,117,Medium,-89.22522604
17864,-103.5092578,79,High,-89.76228511
24014,-81.77513357,40,Low,-65.71033143
18007,-88.91432105,65,High,-57.87578219
21729,-83.87276973,115,Medium,-69.25848914
48597,-103.1801631,106,High,-63.17975449
16579,-56.14650995,149,High,-77.25912958
26596,-98.68005595,73,High,-82.58011658
22386,-84.75785442,91,High,-76.74971695
44133,-81.14152789,79,Low,-75.34980956
20159,-60.43298376,77,Medium,-61.6778057
30431,-56.62923649,139,Medium,-56.12149794
42781,-108.0890388,80,High,-74.01654761
45328,-72.13226283,11,Low,-71.09640828
31061,-86.02690395,57,High,-79.0434783
7098,-100.3280956,46,Medium,-82.8682986
7726,-76.09410852,39,Low,-60.36582234
3642,-94.32901989,48,Low,-63.4260221
3473,-114.9404228,11,Low,-66.93479611
4840,-92.76707646,89,Low,-62.86841801
22986,-80.85212599,127,Medium,-57.53292529
37690,-53.81858565,146,Low,-68.43292545
42981,-104.7450747,94,Medium,-78.65552267
6927,-118.2049282,32,High,-83.40198144
39039,-65.57104858,142,Low,-80.41418339
39485,-52.50602927,145,Medium,-57.75193114
44724,-85.98135909,70,Low,-67.49588412
5910,-76.45447708,11,High,-54.61105941
43670,-64.13908456,125,Medium,-71.21166681
29657,-115.8044953,120,Medium,-64.76147286
12044,-65.21451821,2,Low,-58.90581524
16308,-100.7429856,7,Low,-68.97740383
48661,-105.6318428,138,Low,-78.41396051
5342,-112.1599642,46,Medium,-76.30922377
23371,-66.64128223,149,High,-77.74818267
43372,-58.7761107,5,Medium,-85.13046269
8946,-98.03723514,105,Low,-77.59368069
20187,-86.17136266,69,Medium,-67.85435334
5630,-91.61242225,112,Low,-68.02245805
26744,-118.4839044,75,High,-59.48164376
3954,-99.45741352,116,Medium,-65.16629072
49223,-89.67055717,137,Medium,-72.69045023
49331,-58.3766292,46,High,-65.05687349
41653,-62.94627653,65,High,-79.61890688
3883,-80.76636951,104,Medium,-75.26757129
20373,-113.2787138,84,Medium,-74.08581316
20948,-101.1032076,101,Low,-59.01520641
25170,-103.9634296,68,Low,-55.36186547
14547,-67.26001176,34,High,-54.20163212
15555,-86.59667034,139,Medium,-74.97269724
12587,-88.63539886,102,Low,-76.25648402
47886,-86.31783406,45,Medium,-53.65198534
4804,-97.40639009,79,Low,-65.63455958
24706,-88.91442712,39,Medium,-55.53585006
44728,-118.2837888,117,High,-82.26625073
8768,-101.0322574,85,Low,-60.5321774
43664,-50.18232486,28,Medium,-55.95694918
34918,-117.1188813,47,High,-52.15499762
39660,-114.0567542,45,Medium,-67.44979561
47959,-53.53838261,86,Low,-79.83982533
13605,-84.49236401,95,Low,-71.73178504
6872,-94.11994504,31,Medium,-80.16114739
24921,-106.1965249,149,High,-88.01353168
48526,-56.8648571,9,Low,-55.19275703
39562,-95.0720694,19,Medium,-86.07777824
23438,-112.6784832,117,High,-68.41786678
44436,-76.1355783,23,High,-80.14127966
8767,-84.89998511,126,Medium,-50.65925158
10342,-99.45604388,88,High,-69.59552427
38916,-79.5006434,27,Low,-80.40962146
38238,-94.26267008,114,Low,-71.5888668
49726,-108.2551825,110,Low,-61.11224007
12640,-111.1526129,104,High,-78.3750235
38693,-69.97909992,47,High,-76.98963506
36796,-112.1430049,71,Medium,-60.56419432
23832,-91.13070827,99,Medium,-58.04962534
8363,-109.0555587,8,High,-60.39578469
3676,-52.42246589,74,Low,-81.26466645
29006,-75.15772436,20,Medium,-65.38615659
4807,-93.66157563,51,Low,-75.71606001
34716,-50.00384603,59,Low,-54.78888169
49745,-65.41159663,134,Medium,-78.83283401
16953,-97.23227271,31,High,-89.27562434
18308,-73.49339779,90,Medium,-53.7641373
26146,-92.05537832,123,High,-81.49249097
17801,-72.42689693,64,High,-85.65615488
26640,-75.88169493,73,Low,-55.89528406
12945,-63.19596003,59,Medium,-72.62367069
35126,-55.91768206,130,Medium,-86.61923999
20367,-50.79386566,46,Medium,-89.51685356
37354,-95.97009953,103,Medium,-73.92769363
17438,-70.14323177,32,Medium,-78.03201209
11580,-105.5491426,119,Low,-53.85940607
37855,-86.79464515,99,Medium,-61.92821522
7427,-84.4806981,70,Medium,-52.3202551
25510,-84.85714386,143,Medium,-51.01817106
25890,-61.59135321,65,Low,-54.92847995
29774,-58.92304853,57,High,-82.78656311
26548,-93.5316084,126,High,-79.8828825
30399,-64.38545771,25,High,-81.17731482
42073,-105.1432171,127,Medium,-57.84931189
26308,-55.13298291,66,High,-81.31579198
15685,-66.5667196,82,Medium,-62.87908709
35319,-101.099198,117,Low,-53.2657806
33660,-88.0739841,85,Low,-86.95469096
21098,-109.2073858,12,High,-50.85572684
45660,-102.0479398,43,Low,-67.96661595
16198,-107.9977894,9,High,-54.59143858
1846,-57.40367613,83,Low,-73.07250009
12225,-90.85501958,67,Medium,-69.17862588
30150,-53.70988619,29,Low,-55.73202225
3433,-95.19252768,4,Low,-54.59982944
47474,-87.97662057,28,Medium,-84.60371014
2021,-101.6942563,41,High,-89.74356078
256,-78.88823449,33,Medium,-82.24328932
45181,-105.2382011,99,Medium,-58.74421705
7885,-51.99212946,46,High,-89.78982323
12356,-104.3456384,38,Medium,-72.03501678
30421,-89.10049332,45,Low,-62.09072189
8195,-53.47033182,21,High,-84.91348492
48387,-114.0522697,131,High,-81.12097815
21487,-118.8384976,65,Medium,-76.61825001
32917,-97.20457682,84,High,-58.78444898
47048,-97.89781421,30,Low,-64.63925565
19954,-74.66974573,102,Low,-71.81149246
46429,-109.2128577,122,Low,-67.98707116
752,-119.4878223,56,High,-59.34572497
26292,-87.05896804,17,Low,-60.67517871
19499,-109.0829293,16,Medium,-69.2010817
10387,-77.43367233,37,Medium,-87.23844909
5335,-58.36112859,2,High,-63.93588255
22496,-56.3759726,7,High,-65.77926676
28490,-118.1500955,146,Medium,-59.88503185
21091,-81.04038594,2,Medium,-81.49867237
40248,-116.3083479,63,Medium,-83.74386573
45335,-62.8938366,74,High,-77.01374482
11605,-74.63459849,30,High,-52.31101918
46598,-94.5961239,21,Low,-77.18139025
46061,-80.95273255,84,Medium,-80.75891893
30168,-61.31163034,91,Medium,-73.67742314
11330,-96.10433397,25,High,-84.2126693
2667,-91.47623463,126,Medium,-72.66805078
40014,-67.70238229,20,Low,-55.66736059
37235,-55.04328747,14,Medium,-64.53397094
36649,-88.32408401,35,Low,-84.71772626
34805,-80.70975092,99,Low,-85.13449725
38980,-52.647078,64,Low,-56.07550451
17983,-97.95015728,36,Low,-86.72485019
2010,-102.4205013,55,Medium,-63.89130484
25246,-77.75226316,68,High,-54.33378834
33042,-74.85058427,53,High,-56.13443319
28680,-75.4112281,122,High,-60.62011768
24514,-74.93670885,130,Medium,-67.77213596
676,-79.96108215,25,High,-80.62532169
3252,-91.78068222,42,Low,-58.59359672
32712,-77.614027,59,Medium,-76.64526344
26184,-97.45626863,126,High,-70.6535062
13398,-77.39763843,7,High,-65.23532307
32141,-57.85811766,78,Medium,-59.10834905
1885,-96.52272796,24,Low,-77.25014183
33106,-109.483176,137,Low,-65.88974733
14096,-98.80665079,119,High,-51.61964182
44782,-65.27286972,93,Medium,-74.37902256
9627,-66.2165375,93,High,-84.02979275
19350,-79.8662688,71,Low,-64.14277545
49386,-102.6982415,92,Medium,-64.34802744
11040,-80.86893971,137,Medium,-69.82446767
43273,-90.25984342,32,High,-56.01357941
43295,-102.6666758,61,Low,-87.60740683
10364,-99.86683599,93,High,-59.03846189
29659,-113.3026282,96,Low,-79.17279972
32803,-83.84391155,84,High,-57.44037092
45401,-110.7871929,41,Medium,-60.37240095
28268,-80.68680246,76,Medium,-72.91425449
45098,-106.5555842,31,Low,-73.77041068
6599,-78.75520986,82,Low,-50.75651683
32588,-77.54224032,33,High,-67.34976683
2739,-95.05308438,11,Medium,-63.76245318
33280,-68.48071362,109,Low,-57.39147973
25074,-100.3775191,36,Low,-68.14044221
21555,-119.3066633,118,High,-60.43975383
12075,-78.31058231,59,Medium,-62.00139136
38443,-65.94130233,98,High,-56.46039443
32752,-82.0264102,89,Low,-53.30503153
26808,-86.30181395,14,Low,-71.80704594
43028,-75.66309765,117,Low,-54.77432709
44330,-63.10482532,56,Low,-58.25229022
23644,-93.40906669,104,High,-61.62247069
19520,-102.9938478,34,Low,-54.0484631
41296,-98.52066884,16,Medium,-88.3396918
14123,-75.58665205,16,Low,-57.68092523
29705,-108.239128,121,Medium,-80.32976569
43466,-100.5306747,33,Medium,-71.75731696
39672,-55.36206613,82,High,-89.71993229
9596,-68.549458,42,High,-59.4145767
48136,-113.2934743,100,Medium,-65.69883765
45453,-58.73197923,72,Low,-67.92339895
28758,-51.90987145,105,Medium,-72.32334909
16817,-54.0886555,5,High,-57.64485217
14320,-82.36238289,6,High,-65.47687113
14090,-71.61967327,62,Low,-60.27603166
33088,-65.24166928,58,Medium,-60.25603447
36217,-61.98981933,119,Medium,-68.99566362
28995,-76.69518061,72,Medium,-81.96158891
34424,-110.1948543,13,Medium,-84.26227408
29592,-54.24907753,57,Medium,-52.29512775
18428,-69.85509929,130,High,-83.31640508
47620,-63.15256842,74,Low,-52.82662304
3397,-72.3749121,67,Low,-58.62409811
11365,-87.39618911,44,Medium,-68.69734888
17281,-75.04639184,111,High,-58.6957338
43215,-63.17623815,35,Medium,-87.57912135
5271,-88.76165505,57,Medium,-66.98068604
42425,-88.67950094,81,Medium,-83.21227814
28830,-95.11525604,88,Low,-58.00746504
35943,-104.1856115,39,High,-61.62592501
10550,-79.96314998,18,Medium,-63.94138028
20388,-112.9713197,125,Medium,-51.69597061
7581,-84.43968098,147,Medium,-69.00035562
22428,-96.51014015,95,Medium,-53.94830079
35138,-73.48577951,75,High,-53.76599664
23386,-100.0982686,1,High,-51.93826884
40029,-112.7925488,78,High,-57.01860391
12326,-91.28449779,42,High,-88.03585818
23749,-103.6956133,141,Medium,-86.30723805
31521,-76.62543021,63,High,-88.13937191
29147,-93.44707993,69,Medium,-68.36027739
7059,-51.5169044,121,Medium,-75.47145175
30448,-75.03732869,113,Low,-72.00160386
26131,-86.66177322,125,Low,-82.03261182
12520,-117.7589151,126,Medium,-64.42675359
31320,-95.13585024,25,High,-62.63487702
6043,-61.14679842,43,High,-62.71601904
14349,-58.80066434,10,High,-84.21486331
41182,-68.00176905,107,Medium,-82.38149371
33798,-96.97284114,101,High,-77.70005625
38893,-99.1776662,12,High,-50.93655231
29142,-111.1973224,35,Low,-86.31558426
16384,-50.07362129,82,High,-84.06762831
42509,-104.4582767,122,Medium,-81.97523131
47797,-66.6302198,107,Low,-54.34838649
38458,-80.68006994,39,High,-63.5137832
39294,-68.08169233,138,Medium,-66.93177313
6909,-104.1413925,113,Medium,-67.18029598
45543,-68.54702993,133,High,-67.06146211
47748,-95.03199497,137,Low,-56.92506181
12669,-50.4914714,117,High,-89.84110343
34676,-73.38722811,116,Low,-53.43042047
29937,-110.8190256,124,Medium,-64.43325224
47238,-54.91162822,39,High,-87.19561192
32544,-60.79168045,60,Low,-72.78619714
20723,-50.1998997,107,Low,-52.71392108
13428,-61.73857394,138,Low,-84.75518941
40506,-76.66230592,11,Low,-54.0390471
35291,-107.7546446,25,High,-89.57922386
42858,-117.5435529,20,High,-82.41918841
47121,-80.2911056,81,High,-74.835598
13911,-98.81851882,133,High,-84.75243713
18806,-119.6996872,54,High,-78.42730777
46962,-96.43487536,74,Medium,-55.47865304
26070,-103.1263202,89,Medium,-52.588608
38930,-79.69817695,38,High,-50.76777601
13690,-105.3459579,125,Low,-52.72166821
6667,-110.4934953,105,Low,-85.00485687
42898,-52.51452865,1,High,-68.31860972
25806,-97.29384148,26,Low,-60.62425173
19090,-99.19690812,138,High,-83.04120397
20921,-116.1245108,27,Medium,-62.20023723
18686,-86.01758847,22,Low,-70.13106027
23975,-77.87832346,0,High,-52.02744577
37321,-90.67630689,101,High,-72.40214548
47726,-61.1657292,38,Low,-79.73386152
3347,-84.02785502,46,High,-51.42837304
9015,-63.41428225,21,Low,-70.56578467
45543,-58.99521335,69,Medium,-66.42334843
21950,-101.6604722,101,High,-78.54920022
34471,-92.21899942,114,High,-52.36848191
27725,-73.40765875,49,Low,-57.75419899
17376,-116.8488734,109,High,-57.38549349
9606,-56.00873867,1,Medium,-64.78887642
47209,-57.20495735,14,Low,-79.62529842
43144,-102.6252179,134,Medium,-88.56771857
19348,-100.7118224,6,Low,-80.64933424
30844,-118.8055154,36,Low,-55.90887059
46399,-110.7721421,39,Low,-63.31764678
24060,-63.00655604,48,Low,-51.34048111
36241,-52.4518157,38,High,-69.1589413
43974,-117.818364,43,Medium,-82.44718252
13004,-118.7242752,61,Medium,-71.54685923
11773,-71.10930561,108,Medium,-81.37567426
32735,-85.48152182,28,Medium,-56.86851398
19697,-98.66055561,58,Medium,-74.49693544
18608,-93.34591755,81,High,-67.66428034
36023,-64.28566764,21,Medium,-84.1845603
10581,-119.2826858,79,Medium,-69.57754498
29179,-93.36979753,109,High,-74.89437131
47846,-102.0245289,114,Low,-51.42667043
8038,-55.38706622,110,High,-67.24418364
124,-53.90334468,107,High,-75.81832602
2557,-84.85095055,82,Low,-86.04607522
16809,-59.84823131,43,Medium,-55.56685665
5115,-97.34093577,6,Low,-50.05905197
3898,-87.42784511,24,High,-89.40650241
36785,-70.32248046,70,Medium,-89.15397522
35028,-59.0048283,133,Low,-82.11181907
37066,-51.60206706,31,Low,-78.2008701
17660,-104.8254419,47,Medium,-58.3291799
23779,-76.34839727,109,Medium,-61.4212561
39518,-74.94199787,3,Medium,-65.77018084
49567,-113.3558742,144,Low,-63.64147614
28267,-111.0480675,57,High,-56.78133963
831,-67.58011498,6,Medium,-76.80172894
46574,-107.6787833,121,High,-79.34471423
21557,-89.05745565,116,Low,-79.268901
4756,-71.61928377,134,Medium,-58.74341819
18542,-113.4485574,148,Low,-87.26138665
18387,-55.20056421,78,High,-55.12441332
225,-116.083038,12,Medium,-67.3822327
12603,-65.88447513,28,Medium,-55.98812612
2982,-81.50787319,140,Medium,-86.29458537
42803,-82.27978928,28,High,-68.10403356
16699,-63.3139834,70,Low,-56.66311854
29414,-56.3397466,29,High,-89.97042091
23068,-56.98017585,35,Low,-70.24974057
16363,-95.23432108,7,Medium,-71.28190039
46869,-91.72959875,81,Low,-68.84994113
77,-72.98054236,11,Medium,-56.56908293
5335,-57.92288699,63,Low,-59.58699974
44350,-115.1134832,117,High,-60.8377626
17458,-68.89574818,7,High,-54.63989108
7910,-90.43411277,103,High,-72.28564332
3747,-92.64184953,43,Low,-61.41276084
28349,-80.77064028,12,Medium,-50.92080371
43873,-66.0432692,43,High,-79.85789277
2961,-53.53154577,31,Low,-85.68103119
19013,-92.02940931,86,Low,-89.8129554
39853,-55.84615271,27,Medium,-67.84464061
48039,-84.30476763,97,Low,-66.99395033
29053,-65.28217308,24,High,-63.37681255
47729,-105.5248038,65,High,-85.52996378
35994,-119.9904708,94,Low,-58.85632935
23115,-58.84665172,107,Medium,-75.33251461
9855,-50.97468341,140,High,-86.14131036
49132,-89.83777008,31,Medium,-57.90444649
42740,-117.9219992,109,High,-66.07150564
23967,-86.99739811,101,Medium,-78.35053702
31975,-111.682754,58,Low,-77.39770633
37570,-103.8886844,147,Medium,-55.82994988
32268,-103.6646922,106,High,-54.60651231
12334,-65.7773285,139,High,-74.96206283
20569,-77.51985316,43,High,-86.30323562
21462,-110.0723041,148,Low,-55.16626162
25692,-111.9091007,16,Low,-85.46831993
32437,-101.7859887,71,High,-51.05145939
24492,-70.16797553,41,Medium,-75.42071415
20980,-69.90556018,48,High,-81.23579261
23746,-99.78608186,149,High,-54.83893773
10964,-98.8090217,67,Medium,-53.27552871
14465,-64.04947195,112,Low,-82.78755957
25267,-110.3797658,143,Low,-54.88162535
16759,-63.21240039,115,High,-74.7770546
18201,-77.06515022,19,Low,-80.12783641
48544,-96.56762561,103,Medium,-61.11421611
48266,-89.65339267,19,Low,-69.94032585
22657,-79.50266695,135,Medium,-87.86858869
27692,-113.9150444,123,Medium,-62.55090588
45324,-67.58292145,144,Low,-52.7671276
8731,-116.2811895,141,Medium,-74.60207946
36256,-50.86488563,134,Medium,-65.66363224
48044,-62.0176986,110,High,-85.14442146
28901,-75.959904,47,Low,-59.38218212
25394,-54.69046081,37,Medium,-54.85254032
23556,-115.518784,124,Medium,-74.52952072
5351,-51.31181372,4,Low,-70.15820194
45949,-66.86140177,94,Medium,-84.9251408
5003,-72.00835103,51,Low,-87.29657016
31948,-91.17492748,26,Low,-71.51355731
21807,-54.93332894,116,Medium,-65.30157438
21236,-90.8186951,51,Medium,-83.40751852
37855,-100.5157046,119,Low,-58.0981082
27453,-86.00753785,85,Medium,-83.33846808
35325,-62.06450948,54,Medium,-58.53820695
34534,-82.68750467,11,High,-71.71863703
46206,-56.49519375,109,Medium,-51.84735669
10482,-94.1356924,138,High,-52.44482837
28659,-75.36925025,122,High,-74.03997275
20521,-96.92783595,64,Low,-67.89525246
26253,-115.4792708,147,High,-73.63530226
11580,-86.0730857,131,Low,-85.18457545
44376,-115.2849331,36,High,-54.901969
25314,-72.58921417,125,Low,-54.66256862
37000,-68.91724969,20,High,-86.45954206
43585,-79.52267257,48,Medium,-61.09872562
48913,-61.13476693,47,Low,-54.94874934
44843,-84.37233943,39,High,-73.97848837
43475,-101.3668945,108,High,-52.23098965
3886,-61.14678591,126,Low,-67.29776109
29303,-82.83648702,21,High,-80.35044146
19143,-67.08613738,87,Medium,-56.13442973
30937,-60.20539316,24,Low,-50.97220497
38932,-81.12276721,148,Medium,-62.47054163
22476,-82.62001527,99,High,-72.11236185
4335,-85.12080877,132,Low,-60.21920222
36491,-111.3722125,76,Medium,-86.3369803
10578,-83.11449241,93,Medium,-67.99410641
36327,-51.28299497,65,Medium,-54.88364746
16,-93.85125051,142,Low,-89.2842527
33482,-85.66858244,52,Medium,-88.57407125
4689,-71.14988869,90,High,-89.26823952
3114,-107.3381561,149,Low,-71.54108789
23230,-80.69039774,42,High,-87.96105546
42410,-102.7549089,109,Low,-57.59088383
23389,-118.3639711,10,High,-73.00425152
44603,-101.5232044,9,Medium,-87.06181529
18943,-90.25139998,50,High,-74.43151653
18728,-93.7630894,47,Medium,-77.77691863
41412,-88.48859554,138,High,-72.21817084
45891,-62.1642416,101,High,-59.54816994
22488,-50.85366375,8,Low,-50.43035988
42720,-71.97750343,136,Medium,-59.81857858
51,-84.40738318,99,Low,-63.03325202
13540,-112.519915,75,High,-66.65990019
1233,-95.34782039,32,Medium,-56.87103823
39161,-99.5805571,14,Medium,-69.66119461
30183,-61.80705648,79,High,-77.36038853
31910,-99.6810663,39,Low,-78.27597131
28492,-56.88463423,0,High,-56.69796818
2066,-110.0780353,0,Medium,-60.83957004
44794,-70.00678542,125,Medium,-72.23313741
15571,-56.07246558,88,Medium,-65.28016409
13875,-61.84041362,138,Medium,-51.24125722
9107,-57.84718304,85,High,-84.94130052
7725,-87.15669878,50,High,-58.64591553
38249,-116.0862161,56,High,-50.20063703
39708,-67.90668939,132,Low,-78.14548689
29274,-64.14105049,90,Medium,-72.17565502
43589,-107.8464545,3,Medium,-84.73230024
17730,-79.72450023,14,Low,-57.90151342
38113,-65.53865327,121,Medium,-84.04439765
30137,-52.45852306,15,High,-87.85446062
